text,url
@WWHorne  New novel reveals how dealers sell yesterday's trash at tomorrow's prices.   https://t.co/30WIiuxiJe https://t.co/v9sqL2SCSP,twitter.com/anyuser/status/727977332418355201
When ur math professor forgets to give the proctor your final..................,twitter.com/anyuser/status/727977335346106368
7. Favorite quote https://t.co/8zccTxVwmA,twitter.com/anyuser/status/727977334050070528
@starinnahuatl @cthagod I'm saying. That shit motivated me so much.,twitter.com/anyuser/status/727977335459221504
Where the bad bitches @?,twitter.com/anyuser/status/727977336323321856
@_ramirezedith oh they take 5 ever,twitter.com/anyuser/status/727977336239333376
my literature discussion section is so fucking boring I want to die,twitter.com/anyuser/status/727977336528756736
"Girl I fuck who I want
And fuck who I don't",twitter.com/anyuser/status/727977336528719872
"Fuck, I can't wait till midnight and all the #MayThe4thBeWithYou tweets will be done. Wait, then we have a day of #CincoDeMayo tweets #fml",twitter.com/anyuser/status/727977337296293890
@JewelzJess @SialeGang OMG can we do this lmao,twitter.com/anyuser/status/727977337434726400
I have detention tomorrow cause I'm always late to school rip,twitter.com/anyuser/status/727977337854300160
lmao I hate jeans that aren't high waisted,twitter.com/anyuser/status/727977336621117440
@WWETOWNnation Thank you So much!,twitter.com/anyuser/status/727977337946439680
:0 cute @pnkbean https://t.co/IYNuZ6nt3H,twitter.com/anyuser/status/727977336272916480
I want to go hiking this weekend,twitter.com/anyuser/status/727977338319802370
how'd you teach yourself how to smile @ University of Toronto Scarborough (UTSC) https://t.co/pvKZvI9Ljq,twitter.com/anyuser/status/727977338068074496
My Man Sam draws #KyDerby Post Position No. 6,twitter.com/anyuser/status/727977338248515585
Mother's Day  https://t.co/FBy2CEqFuI,twitter.com/anyuser/status/727977338546339842
I swear you beg for attention,twitter.com/anyuser/status/727977338982510592
Commemorating #YomHaShoah by hearing the remarkable story of Holocaust survivor Irene Weiss. https://t.co/KJ3uy2usMC,twitter.com/anyuser/status/727977335446765569
Lorddd if this guyyyy dntt leaveee,twitter.com/anyuser/status/727977338227560448
They say im trendy like i come after a pound sign #Mac,twitter.com/anyuser/status/727977339443892224
I only affiliate myself with Real,twitter.com/anyuser/status/727977338994970624
Goals  https://t.co/PYimT0USEM,twitter.com/anyuser/status/727977338105798657
@LittleWomen_TV Wake up! Your friends were right before and they are right now,twitter.com/anyuser/status/727977339070517248
shut up you sound dumb,twitter.com/anyuser/status/727977338072338437
"@RandyMillam @jeffersonianguy ok I'll keep laughing, because Cruz brought this on himself, with the help of angry Cruz crybabies.",twitter.com/anyuser/status/727977339859001344
Drawing star wars is too much fun https://t.co/fJAeUfnHlV,twitter.com/anyuser/status/727977338562969600
My moms a fucking plohhhhnt and my dads a bitch!!!!!,twitter.com/anyuser/status/727977340186316800
So I'm getting ffxiv on Saturday and I don't know what race to be or what class,twitter.com/anyuser/status/727977340337262592
@_LaMorena14 it's the worst! I hate the blue line !!!,twitter.com/anyuser/status/727977340819673088
Test. Bob,twitter.com/anyuser/status/727977340756594688
"Top 5, Top 5, Top 5",twitter.com/anyuser/status/727977341100527616
Shit change people change life goes on,twitter.com/anyuser/status/727977341100527617
@CharlieWisco @BarstoolTrent @TheClemReport @ColeyMick not saying it's a bad thing buddy,twitter.com/anyuser/status/727977341654212608
Anyone who has seen Sid's gear knows this is absolutely true.  https://t.co/WgAGvxEYgB,twitter.com/anyuser/status/727977341234888708
So annoyed probably going to take a bath and cry about chuck and Blair,twitter.com/anyuser/status/727977342228893696
I love jhene aiko.,twitter.com/anyuser/status/727977341901676548
"@JoshuaKelly116 not sexist but peculiar, when ever (an why would?) delegate front runner drop out of a campaign? @elizabethforma",twitter.com/anyuser/status/727977341750665216
"@PavlinaOsta Not Your Average Teenager, She Holds the Record For Most Interviews in One Day - https://t.co/SuDtNk1bl5 via @BoldGlobalMedia",twitter.com/anyuser/status/727977341905829889
I just want his attentionnnnn,twitter.com/anyuser/status/727977342518239232
"@PavlinaOsta Not Your Average Teenager, She Holds the Record For Most Interviews in One Day - https://t.co/SuDtNk1bl5 via @BoldGlobalMedia",twitter.com/anyuser/status/727977341951975424
my car is shaking sitting at this stop light with how hard this wind is blowing :(,twitter.com/anyuser/status/727977342778380289
@LauraDeMarcoCle @clevelanddotcom @CVNPNPS @CVCountryside Picnic in the Park June 18th! https://t.co/wMhhd5GOko,twitter.com/anyuser/status/727977342296047616
I am Welsh. I demand reparations from the Anglo Saxons. I will accept payment in Longships &amp; Mead.,twitter.com/anyuser/status/727977342556082176
"@SouthsideJQBred yep, Apple took either a 23 or 28 (I couldn't tell) and Shep took 87.",twitter.com/anyuser/status/727977343315226624
Recognized at the 2016 All-Faculty Recognition Reception! https://t.co/cEULTWGpZy,twitter.com/anyuser/status/727977341180207104
"Supplemental Health Care #Healthcare #Job: Travel RN Needed in SC (#Greensboro, NC) https://t.co/5RlrxHBZrU #Jobs #Hiring #CareerArc",twitter.com/anyuser/status/727977343235461121
"@LinkedInMktg hey guys, thought you changed the targeting so we can enter more than 100 named accounts. not true?",twitter.com/anyuser/status/727977343554179072
Time after Time,twitter.com/anyuser/status/727977344070262787
@Jalccantara phew. u scared me,twitter.com/anyuser/status/727977343893962752
"*Rachel reading the Edu study guide* ""what is learning?... Something that doesn't happen in college"" @WRachel15",twitter.com/anyuser/status/727977345202671617
"#KeepWinningHillary? Needing voter suppression and media manipulation isn't ""winning"". #DropOutHillary #KeepCheatingHillary",twitter.com/anyuser/status/727977347031441408
Mae &amp; Lauren in glasses &gt;&gt;&gt;&gt; https://t.co/Rfvir4P0Zm,twitter.com/anyuser/status/727977345684901888
"Your never gonna be happy, until you love yourzzzzz",twitter.com/anyuser/status/727977346851016704
Today's one of those days things that wouldn't usually annoy me are annoying me.,twitter.com/anyuser/status/727977347341799430
Have to do SOMETHING while waiting for that scrip to fill. &amp;they have Oregon Blackberry custard this month? Bonus!! https://t.co/wgBV0HN5Tc,twitter.com/anyuser/status/727977347048083456
@NYDNSports who cares?,twitter.com/anyuser/status/727977347287285761
Dr Ronald Tompkins: Transcripteomic research suggests that  Adipose tissue acts an immunological organ after burn @Ameriburn,twitter.com/anyuser/status/727977347412992000
Congrats to Real Madrid they secure their seat in Milan. Good fight from Manchester City. https://t.co/nDSdvZoQn0,twitter.com/anyuser/status/727977346981040129
"#BusinessMgmt #Job in #Phoenix, AZ: Territory Sales... at The Job Window Enterprises, Inc. https://t.co/OyElgcPvj3 https://t.co/hsBa5kcWuN",twitter.com/anyuser/status/727977347459129344
"I'm at Target in Austin, TX https://t.co/gdMxFAeBzQ",twitter.com/anyuser/status/727977348184875008
I've been sober for a long time,twitter.com/anyuser/status/727977348113436672
My Left Footballers #ManlyBookClubNames,twitter.com/anyuser/status/727977348507697152
same :( been craving it for the longest https://t.co/TxOMnbIIIO,twitter.com/anyuser/status/727977348490895361
I KNEW HE DIED AND IM STILL SO EMOTIONAL,twitter.com/anyuser/status/727977348486729728
"Wow, 20 years !  https://t.co/roY8i659I1",twitter.com/anyuser/status/727977349002756096
"Would you rather have a liar, a moron, or someone that inspires future generations be your president? #DropOutHillary #BernieOrBust",twitter.com/anyuser/status/727977348935507968
@behmer88 Found on the interwebs: The rarely seen Comic Sans decorated watertower. https://t.co/4xiPUd0xPo,twitter.com/anyuser/status/727977346137882624
rather be #jacking. https://t.co/OQXgv5UoEh,twitter.com/anyuser/status/727977347018850304
MY PARENTS JUST PRANKED ME.,twitter.com/anyuser/status/727977349250228225
Im actually so bored I cant handle it,twitter.com/anyuser/status/727977349644492800
Happy bday @mariadecetise !,twitter.com/anyuser/status/727977349929705472
the day you stop lookin' back is the day you start movin' on,twitter.com/anyuser/status/727977349367640064
@47Brenden @alexishunter199 gonna be the hottest couple bc of me,twitter.com/anyuser/status/727977350160244737
"so went to my work, bought a salad, dropped it in the parking lot. got a new one, came home, dropped the dressing on my foot #badluckmal",twitter.com/anyuser/status/727977350399438848
@JudeWakim @eli_brahh love u Damien,twitter.com/anyuser/status/727977350357356545
"@QoSBaszler I just finished watching straightshoot. Did I hear correctly, you are booked for another @aiwrestling show???",twitter.com/anyuser/status/727977350168772608
Helping our friends. @PomonaUnified https://t.co/31VESmeFlI,twitter.com/anyuser/status/727977348188921856
Only in alliance https://t.co/cNeGsDha5g,twitter.com/anyuser/status/727977350261055494
If you don't have flu-like symptoms during finals are you really even trying?,twitter.com/anyuser/status/727977351242358785
"#BusinessMgmt #Job alert: District Manager Trainee-Retail Sales | Speedway | #Napoleon, OH https://t.co/d2an3aJj2E #Jobs #Hiring",twitter.com/anyuser/status/727977350965567488
@hayleyrlws thanks dog,twitter.com/anyuser/status/727977351401725956
So fuckin frustrating.,twitter.com/anyuser/status/727977351687094273
2 years ago real defeated Atletico in extra time after a late regulation goal by sergio ramos,twitter.com/anyuser/status/727977351477231616
None of this should be about me. It should be about everyone else. I see that now.,twitter.com/anyuser/status/727977351770857472
@TrevorOzawa have a few relocation questions for you if you dont mind chatting on dm,twitter.com/anyuser/status/727977352337215488
A great moment from #TheSynergySeries last week! https://t.co/xUeS1cy68V,twitter.com/anyuser/status/727977352190300160
Happy birthday you ASS @Ryan_Ham31 https://t.co/vEvBKzX07L,twitter.com/anyuser/status/727977350592274432
"Express #Sales #Job: Sales Associate (#FtLauderdale, FL) https://t.co/xFD1u9PPi8 #express #Jobs #Hiring https://t.co/eigphqCkoh",twitter.com/anyuser/status/727977352420950016
@oreillyfactor Punk that Mexican out...get his citizens out of AMERICA,twitter.com/anyuser/status/727977353146736642
"#Hospitality alert: Server - Food Server (No... | Sunrise Senior Living | #SealBeach, CA https://t.co/8VB5cr1Vtu https://t.co/AV6zi7TCBU",twitter.com/anyuser/status/727977352248971265
"@ebbtideapp Tide in Sharptown, Maryland 05/05/2016
 Low 10:12pm -0.3
High  4:28am  3.2
 Low 10:54am -0.3
High  4:55pm  2.8",twitter.com/anyuser/status/727977353188548609
"#Transportation alert: Truck Driver - Hiker/ Vehicle Transporter/CDL... | Penske Truck Leasing | #LosAngeles, CA https://t.co/IsfqNSGot9",twitter.com/anyuser/status/727977353326952448
Wtf is going on in Nashua. Sirens for hours,twitter.com/anyuser/status/727977353364770817
@DShane23 @v23dbest one of them is a GOAT without an argument the other one is iffy,twitter.com/anyuser/status/727977353306058753
Is After's really that good?,twitter.com/anyuser/status/727977353528254464
"This #Accounting #job might be a great fit for you: Senior Internal Auditor - https://t.co/3S2NZkkQ7C #Rosemont, IL #Hiring #CareerArc",twitter.com/anyuser/status/727977353524092928
"I will never become blind that the ""COLOR"" of my skin makes some think less of me. We still have a lot of growing to do AMERICA #racematters",twitter.com/anyuser/status/727977351997476865
