text,url
Just ordered my @stefon_diggs jersey!! Can't wait for it to come! #Skol,twitter.com/anyuser/status/722879711035138050
Wait what https://t.co/RhkeLTqHH8,twitter.com/anyuser/status/722879710917738496
@MrBuzzFactor now is the moment of power,twitter.com/anyuser/status/722879712591245312
I'm so hungry,twitter.com/anyuser/status/722879712532566016
Im crying https://t.co/1q65MDyT1l,twitter.com/anyuser/status/722879712993763328
I wanna go fishing,twitter.com/anyuser/status/722879713304129537
@knguyen I met him in real life a few months ago at a bar in San Francisco.,twitter.com/anyuser/status/722879712595472384
It's always funny reading the tweets of the twitter General Managers. They just know fucking everything from their ass and phone,twitter.com/anyuser/status/722879713681629188
"@_gvere Happy birthday, my young friend!  Be sure to celebrate, but not the way Snoop Dogg would want you to.",twitter.com/anyuser/status/722879713883123712
Japanese Garden at the Brooklyn  Botanic Garden @ Brooklyn Botanic Garden https://t.co/RvODXnSj1N,twitter.com/anyuser/status/722879714365300740
"@SBoonen Gear VR, Vive and Hololens. Vive was the best, but Gear was better than expected (just smart phone tech) &gt;&gt;",twitter.com/anyuser/status/722879714805743619
we should of forever had flip phones,twitter.com/anyuser/status/722879714965250052
Got some shots of Slo-Mo while shooting a news story at the beach. I'm so San Diegan. #nbc7,twitter.com/anyuser/status/722879715405484032
"The perks of spring: Sunny days, and fresh blooms in the #Aderhold garden. https://t.co/2JR0eW6qlh",twitter.com/anyuser/status/722879713534984192
Great shirt. https://t.co/B4A2gGLK3c,twitter.com/anyuser/status/722879714302382081
"@JKempEnergy Not freezing is so nice, let's meet about it twice  https://t.co/RwUAjalwOt",twitter.com/anyuser/status/722879715908845568
Never forget always remember,twitter.com/anyuser/status/722879716273721345
"I love wearing makeup. Insecurities are so real. So when someone compliments me with no makeup on and a t shirt, it means so much.",twitter.com/anyuser/status/722879716756029440
@Ashhnicole10 I mean this shit was hilarious,twitter.com/anyuser/status/722879716277886976
Smoke and choke,twitter.com/anyuser/status/722879716932349952
Just sat my ass on fire by sitting on the leather seats in my car with shorts on,twitter.com/anyuser/status/722879716852510720
Cool stuff about 3D printing of hearts - yup that's in the future https://t.co/8DbW1t4NNk,twitter.com/anyuser/status/722879716689068032
Evidently I got a natural high,twitter.com/anyuser/status/722879716911222784
"Dropping my laundry we no longer do it Thank God! IT'S ABOUT THE SAME PRICE!"":-) (@ Laundry Palace) https://t.co/NFmgQLhsGk",twitter.com/anyuser/status/722879716944973824
"g today is national ""Take Years to Reply to/Ignore Bryce"" Day",twitter.com/anyuser/status/722879718090010628
gotta let them females knowww jojoooo  https://t.co/npCAgG4zJL,twitter.com/anyuser/status/722879718027051009
People that are complaining about the cost to change the $20 aren't really complaining about the cost. #HarrietTubman @USTreasury,twitter.com/anyuser/status/722879717884309504
@JordanDoww cute!,twitter.com/anyuser/status/722879719750836225
"Can you recommend anyone for this #job? Deli Associate - https://t.co/InSC4cFPpL #SARASOTA, FL #Retail #Hiring #CareerArc",twitter.com/anyuser/status/722879719192993793
"Hey Twitter, what's the bus that goes from Union Station to the Distillery? And where do I catch it? Thanks",twitter.com/anyuser/status/722879719444725762
Feel free to send me nudes.,twitter.com/anyuser/status/722879719507673088
You got me intoxicated,twitter.com/anyuser/status/722879720778440706
"4/20, blazed my arm https://t.co/dmLuQinb6h",twitter.com/anyuser/status/722879718417018880
@jonesallie15 @mclean_dalton drakes album,twitter.com/anyuser/status/722879721000841216
@Cjhurtado1 I was actually thinking that but it's all the way in SLC &amp; I don't have the patience,twitter.com/anyuser/status/722879720975544322
Oh my fucking god bein sports fucking sucks,twitter.com/anyuser/status/722879720849874944
"cause of death, this vine: https://t.co/e6syHRZWA7",twitter.com/anyuser/status/722879720795209728
You can't not buy him an ice cream after seeing that.,twitter.com/anyuser/status/722879721449656320
Omg who the fuck signed their kid up to be in these videos https://t.co/vzEKzMgG5L,twitter.com/anyuser/status/722879722011680768
@Moscow_Spy @RT_com genocide means population numbers go down right? https://t.co/dqG5D3WlcN,twitter.com/anyuser/status/722879719981608961
"This #Engineering #job might be a great fit for you: Process Engineer, Automation 52028 - https://t.co/5PmHDoUzVc #Danville, IL #Hiring",twitter.com/anyuser/status/722879722875531264
Also really enjoying coding. I guess I've been a closet nerd my whole life lol,twitter.com/anyuser/status/722879723122987009
"See our latest #Arlington, TX #job and click to apply: Retail Customer Service Associate - https://t.co/D7jXGW2pW6 #Retail #Hiring",twitter.com/anyuser/status/722879723433361408
@wolfblitzer  sanders must support Hillary now. No use for in fighting. He can promote his ideas by compromising,twitter.com/anyuser/status/722879723802660865
"Big news from @USTreasury: New $20 to feature Harriet Tubman, whose life is ingrained in our fight for #CivilRights. https://t.co/JJmEX4GwvV",twitter.com/anyuser/status/722879723982852096
Tbh honestly UA beats ASU in number of v cute boys in all honesty tbh,twitter.com/anyuser/status/722879724167368705
"Happy four 20s everyone!

#happy420 https://t.co/zahFIwk4ls",twitter.com/anyuser/status/722879717997748232
Being called bud pisses me of so much for some reason,twitter.com/anyuser/status/722879724511432704
Looking forward to how this beautiful land will be use @RaleighWake  https://t.co/1Vi6aCsuZG,twitter.com/anyuser/status/722879723685212160
"#Hospitality #Job in #Washington, DC: Rooftop Pool Attendant at Embassy Row Hotel https://t.co/lSJZsFGUxa #Jobs #Hiring",twitter.com/anyuser/status/722879724515516416
It's so beautiful out and I'm stuck here writing papers.....,twitter.com/anyuser/status/722879725497147393
"- Me while smoking my ganja, dem use their LSD...
- You use LSD too fool!!!",twitter.com/anyuser/status/722879725903818753
I'm bout to be like fuck this shit.,twitter.com/anyuser/status/722879725841068032
"Who gets moved when Brantley is ready to come back?  Byrd, Davis or Naquin? #TribeLive",twitter.com/anyuser/status/722879725757165568
